DTD,WTD,MTD,YTD,Since Launch,Ticker,Type,Industry,Weight
0.0016859952781571597,0.0,0.0428676966114534,0.12744700516172847,0.327531446241794,IGV,Comparison ETF,,0.0
0.007256634467470935,0.0,0.05506120312047069,0.1614285683145329,0.2792501286228777,THNQ,Comparison ETF,,0.0
0.008223546815635752,0.0,0.05528691577303513,0.15142456063892618,0.32475960291564054,AGIX,AGIX,,0.0
-0.001433419296153482,0.0,0.007700137963365661,0.05390485267166878,0.10260757551815547,^DJI,Comparison ETF,,0.0
0.00017685810881817865,0.0,0.030939004802764014,0.0863944428403518,0.15243330879270678,^SPX,Comparison ETF,,0.0
-0.0023554572052336686,0.0,0.041560842829724054,0.22057031950573647,0.17271679297263764,MSFT,Holding,Infrastructure,0.05188014308336807
0.0,0.0,0.055299539170506895,0.07462135276972348,0.1590326138558904,2330.TW,Holding,Semi,0.0227891915312693
0.00997610290785289,0.0,-0.05948196779785864,0.6021284999598255,0.5183065396781428,ZS,Holding,Infrastructure,0.012661978710411208
-8.989876000753405e-05,0.0,-0.07887567920771144,0.32485383846874827,-0.04835862655697443,MU,Holding,Semi,0.011454495404547405
-0.0020747362086480647,0.0,0.07486034531535446,0.0028668390256365583,0.33472076462252676,WISE,Comparison ETF,,0.0
-0.1319073494373959,0.0,0.3287857943378547,-0.25987842826354457,0.25032090100309645,RBOT,Comparison ETF,,0.0
0.012594807169159061,0.0,0.18622603196599385,0.04982606513964738,-0.00984440411534837,MDB,Holding,Infrastructure,0.014775732869970332
0.022908025853788372,0.0,-0.0035133557595198317,-0.3110268651490945,0.11655295971918056,MRVL,Holding,Semi,0.015269637814634592
-0.06481915554091144,0.0,-0.15523745274454537,0.05014951946793267,0.9067591211785524,DUOL,Holding,Application,0.014591810420003052
-0.01961599111352874,0.0,-0.060862006913447564,0.14690710037216426,0.43172950869452387,SAP,Holding,Application,0.020319890406766
0.030152499060024818,0.0,0.08273753978849485,-0.19376485912635721,0.3063836693791433,TSLA,Holding,Infrastructure,0.025392328970506323
0.0020790586960943713,0.0,0.035862303846078136,0.13174418977344882,0.23822820390116584,FDTX,Comparison ETF,,0.0
0.005098006304572689,0.0,0.061987168904038104,0.16499996185302734,0.24464626160160763,WTAI,Comparison ETF,,0.0
0.0,,,,,XAIX.F,Comparison ETF,,0.0
0.003125200039743925,0.0,0.0386662000981044,0.11422698547713717,0.19157144623684408,QQQ,Comparison ETF,,0.0
-0.003105864310356088,0.0,0.09520021520585575,0.019731657282104687,0.08904763967481455,GOOGL,Holding,Infrastructure,0.034957215608390026
0.010231816343950761,0.0,0.06306312574008777,-0.14143740233934698,-0.08734196189433219,GTLB,Holding,Infrastructure,0.011619685242428323
-0.014828331961044272,0.0,0.13578514241223716,0.22101125508636787,0.05755023326848385,SNPS,Holding,Semi,0.01075726460137548
-0.015037593984962405,0.0,-0.08231173380035028,,0.2452186662793181,000660.KS,Holding,Semi,0.018630079606148073
0.0007948296477664485,0.0,0.029977843845514274,-0.1431740509164684,-0.040721456672048406,AAPL,Holding,Semi,0.030905282050033466
0.004236240609757358,0.0,-0.0061049745862685745,-0.18911297969264396,0.09900656247832051,CRM,Holding,Application,0.02523722592374883
0.02686394971401662,0.0,0.04849927569281176,0.9043320775129937,1.6375000000000002,NBIS,Holding,Infrastructure,0.028397596461772305
