Date,THNQ,AAPL,MU,PSTG,RBLX,ORCL,DDOG,META,BOTZ,AMZN,LOUP,PLTR,XB0T.DE,LRNZ,AIQ,WISE,SNOW,GTLB,GOOGL,MDB,MRVL,DIA,NVDA,TSLA,^DJI,SMH,RBTZ.AX,SHOP,TEAM,FDTX,CFLT,QQQ,WDAY,ESTC,ANTH.PVT,CRM,AVGO,IGPT,NOW,IGV,IOT,XAAI.PVT,AGIX,CHAT,ANET,SNPS,2330.TW,MSFT,000660.KS,QCOM,WTAI,NET,XAIX,^SPX,ADBE,PANW,XAIX.F,VRT,AIAI.L,2454.TW,DUOL,APP,RBOT,TEM,NBIS,ARTY,ASML,ARM,ZS,AIS,SAP,SPY
2023-05-05,30.469999313354492,171.61204528808594,60.53656768798828,22.639999389648438,35.04999923706055,94.34211730957031,76.56999969482422,231.50991821289062,25.15232276916504,105.66000366210938,32.992000579833984,7.409999847412109,14.890000343322754,25.406999588012695,23.71758270263672,,154.1699981689453,27.709999084472656,104.94063568115234,241.2899932861328,40.63752746582031,323.7652587890625,28.659391403198242,170.05999755859375,33674.37890625,123.08921813964844,10.266304969787598,62.029998779296875,135.72999572753906,,22.65999984741211,318.4404602050781,181.47999572753906,56.66999816894531,11.229999542236328,195.87362670898438,60.90046310424805,31.72502899169922,434.79998779296875,58.637596130371094,18.030000686645508,,,,34.494998931884766,371.55999755859375,479.8521728515625,305.22625732421875,,103.3495101928711,16.100467681884766,44.06999969482422,,4136.25,348.3999938964844,91.96499633789062,72.29000091552734,14.942293167114258,13.312999725341797,558.1586303710938,123.55999755859375,17.15999984741211,64.80000305175781,,,28.82143783569336,637.11279296875,,89.45999908447266,,129.7406005859375,400.44439697265625
2023-05-08,30.709999084472656,171.54281616210938,60.18064498901367,22.75,36.279998779296875,94.16699981689453,78.54000091552734,231.99725341796875,25.172204971313477,105.83000183105469,33.659000396728516,7.739999771118164,14.949999809265137,26.35700035095215,23.80719757080078,,160.4199981689453,30.209999084472656,107.12752532958984,246.92999267578125,40.67720031738281,323.2748718261719,29.130056381225586,171.7899932861328,33618.69140625,123.77205657958984,10.238927841186523,64.37999725341797,130.00999450683594,,22.68000030517578,319.2294006347656,179.60000610351562,57.5,11.229999542236328,196.18093872070312,60.798011779785156,32.04824447631836,438.989990234375,58.8615837097168,18.940000534057617,,,,34.51750183105469,371.739990234375,483.69097900390625,303.2611389160156,86929.765625,102.90298461914062,16.279691696166992,46.310001373291016,,4138.1201171875,344.05999755859375,95.76000213623047,72.48999786376953,15.042041778564453,,558.1586303710938,131.8300018310547,17.6200008392334,63.29999923706055,,,28.860864639282227,641.6879272460938,,107.91999816894531,,130.7226104736328,400.5511169433594
2023-05-09,30.663000106811523,169.83233642578125,60.23996353149414,23.110000610351562,36.189998626708984,93.53459930419922,79.58999633789062,232.09669494628906,25.1324405670166,106.62000274658203,33.71500015258789,9.550000190734863,15.064000129699707,26.42099952697754,23.618013381958008,,163.8699951171875,31.079999923706055,106.71002960205078,250.27999877929688,39.66547393798828,322.84210205078125,28.550472259521484,169.14999389648438,33561.80859375,121.8620834350586,10.275430679321289,63.88999938964844,133.14999389648438,,22.450000762939453,317.2077331542969,178.42999267578125,58.459999084472656,11.229999542236328,199.43246459960938,59.77837371826172,32.018253326416016,441.3900146484375,59.04756546020508,19.239999771118164,,,,34.630001068115234,366.95001220703125,489.44921875,301.6399841308594,85557.71875,100.48979187011719,16.130338668823242,47.150001525878906,,4119.169921875,342.6499938964844,97.91999816894531,73.30000305175781,15.221590995788574,13.440999984741211,559.8124389648438,134.3000030517578,17.329999923706055,57.29999923706055,,,28.683443069458008,629.9905395507812,,110.04499816894531,,129.66357421875,398.79461669921875
2023-05-10,31.232999801635742,171.60211181640625,59.31061935424805,23.040000915527344,38.869998931884766,94.877197265625,86.0,231.8083038330078,25.420747756958008,110.19000244140625,34.040000915527344,9.9399995803833,15.137999534606934,27.077999114990234,23.87689781188965,,172.0399932861328,30.299999237060547,111.08378601074219,262.0199890136719,40.101905822753906,322.572998046875,28.864248275756836,168.5399932861328,33531.328125,122.85171508789062,10.311931610107422,63.16999816894531,137.4199981689453,,23.15999984741211,320.65948486328125,179.39999389648438,59.779998779296875,11.229999542236328,203.0706024169922,60.528358459472656,32.32147216796875,454.1400146484375,59.883506774902344,19.309999465942383,,,,35.310001373291016,370.1199951171875,482.7312316894531,306.85723876953125,85165.703125,101.14533996582031,16.349390029907227,49.209999084472656,,4137.64013671875,344.0199890136719,99.69999694824219,73.9800033569336,15.251513481140137,13.645000457763672,552.3703002929688,147.6999969482422,17.809999465942383,61.79999923706055,,,28.89043617248535,643.7944946289062,,116.79000091552734,,129.80799865722656,400.65789794921875
2023-05-11,31.020000457763672,171.79000854492188,60.91226577758789,22.940000534057617,39.880001068115234,94.79937744140625,86.6500015258789,234.50350952148438,25.33127212524414,112.18000030517578,34.1150016784668,9.880000114440918,15.21399974822998,26.87299919128418,23.866939544677734,,170.07000732421875,29.020000457763672,115.87505340576172,264.0899963378906,39.4075813293457,320.4960632324219,28.557470321655273,172.0800018310547,33309.51171875,121.76313018798828,10.375811576843262,62.900001525878906,135.67999267578125,,23.600000381469727,321.7048645019531,178.32000732421875,58.93000030517578,11.229999542236328,201.70257568359375,60.663665771484375,32.38478469848633,452.57000732421875,59.56352996826172,19.1200008392334,,,,34.752498626708984,367.9599914550781,478.8924865722656,304.6956787109375,84577.671875,98.86514282226562,16.22990608215332,50.02000045776367,,4130.6201171875,341.5799865722656,98.58999633789062,74.05999755859375,15.291414260864258,13.531000137329102,552.3703002929688,145.32000732421875,22.0,60.599998474121094,,,28.722867965698242,636.9855346679688,,115.41999816894531,,128.71047973632812,399.95916748046875
2023-05-12,30.788999557495117,170.85931396484375,60.23007583618164,23.239999771118164,39.36000061035156,95.1982650756836,87.25,232.53427124023438,25.211971282958984,110.26000213623047,33.534000396728516,9.5,15.246000289916992,26.44300079345703,23.6578426361084,,167.39999389648438,28.739999771118164,116.80945587158203,263.6000061035156,39.79441833496094,320.3711242675781,28.319639205932617,167.97999572753906,33300.62109375,121.62458038330078,10.503569602966309,61.33000183105469,135.02000427246094,,22.81999969482422,320.55096435546875,182.75999450683594,58.45000076293945,11.229999542236328,200.05697631835938,61.0000114440918,32.29148483276367,455.20001220703125,59.44953536987305,18.969999313354492,,,,34.657501220703125,368.8399963378906,476.01336669921875,303.5755310058594,85459.7109375,98.4471206665039,16.111417770385742,49.43000030517578,,4124.080078125,335.45001220703125,99.6500015258789,74.62999725341797,15.061991691589355,13.5,556.5048217773438,141.4499969482422,21.510000228881836,60.0,,,28.53558921813965,634.35986328125,,114.33000183105469,,128.7848663330078,399.43511962890625
2023-05-15,31.368000030517578,170.36427307128906,63.90794372558594,23.6200008392334,38.970001220703125,94.62425231933594,88.5,237.55674743652344,25.57981300354004,111.19999694824219,34.09600067138672,9.520000457763672,15.355999946594238,27.179000854492188,24.056121826171875,,172.0500030517578,30.719999313354492,115.81541442871094,276.1700134277344,41.72859573364258,320.9192199707031,28.932199478149414,166.35000610351562,33348.6015625,124.8111572265625,10.43056583404541,61.58000183105469,145.36000061035156,,24.030000686645508,322.2867431640625,185.4600067138672,61.29999923706055,11.229999542236328,201.56378173828125,61.836021423339844,32.588043212890625,463.1400146484375,60.079490661621094,20.25,,,,34.494998931884766,373.2799987792969,475.5335388183594,304.0570068359375,84675.671875,100.97431945800781,16.468873977661133,51.209999084472656,,4136.27978515625,345.6700134277344,96.5,74.91999816894531,15.281437873840332,13.640999794006348,562.2931518554688,143.08999633789062,22.6299991607666,62.099998474121094,,,29.10728645324707,642.373779296875,,120.80999755859375,,128.51080322265625,400.8131408691406
2023-05-16,31.322999954223633,170.36427307128906,63.00825119018555,23.690000534057617,39.25,95.5874252319336,88.06999969482422,237.5169677734375,25.500280380249023,113.4000015258789,33.7599983215332,9.470000267028809,15.4399995803833,27.030000686645508,24.115861892700195,,171.7100067138672,30.329999923706055,118.79753112792969,275.4800109863281,41.33183670043945,317.6308288574219,29.192012786865234,166.52000427246094,33012.140625,124.7814712524414,10.567448616027832,60.119998931884766,139.22000122070312,,24.350000381469727,322.651611328125,185.30999755859375,60.63999938964844,11.229999542236328,202.78309631347656,61.99452209472656,32.61137008666992,468.239990234375,59.899505615234375,19.670000076293945,,,,34.03499984741211,375.1400146484375,484.6507263183594,306.2972106933594,88595.8359375,98.60862731933594,16.468873977661133,51.209999084472656,,4109.89990234375,345.1099853515625,95.71499633789062,75.76000213623047,15.091917037963867,13.699000358581543,562.2931518554688,143.58999633789062,22.8799991607666,58.79999923706055,,,28.879592895507812,638.8078002929688,,118.3499984741211,,130.331298828125,398.1346130371094
2023-05-17,31.860000610351562,170.97813415527344,64.18478393554688,24.049999237060547,41.83000183105469,97.06623077392578,91.27999877929688,241.1669464111328,25.748821258544922,115.5,34.654998779296875,10.25,15.465999603271484,27.81100082397461,24.514142990112305,,174.02000427246094,31.809999465942383,120.11959838867188,282.5,43.23625946044922,321.7268371582031,30.15631675720215,173.86000061035156,33420.76953125,128.1560821533203,10.549198150634766,60.7599983215332,144.0399932861328,,26.790000915527344,326.5570373535156,188.22000122070312,63.619998931884766,11.229999542236328,207.56124877929688,63.54380798339844,32.86460876464844,492.9200134277344,61.12940979003906,19.950000762939453,,,,33.95750045776367,377.0799865722656,498.08648681640625,309.1921691894531,90065.90625,99.57770538330078,16.8372859954834,54.20000076293945,,4158.77001953125,356.6300048828125,95.76000213623047,75.83000183105469,15.590658187866211,13.864999771118164,566.4276123046875,142.32000732421875,24.3799991607666,59.400001525878906,,,29.36356544494629,656.8829956054688,,118.7699966430664,,129.80276489257812,402.96759033203125
2023-05-18,32.529998779296875,173.3147430419922,66.80475616455078,24.81999969482422,42.06999969482422,99.56658935546875,94.54000091552734,245.50315856933594,26.275728225708008,118.1500015258789,35.66999816894531,11.739999771118164,15.89799976348877,28.742000579833984,24.972166061401367,,184.30999755859375,32.54999923706055,122.09774780273438,289.7200012207031,44.37692642211914,323.1209411621094,31.655241012573242,176.88999938964844,33535.91015625,132.64895629882812,10.722583770751953,60.849998474121094,148.0800018310547,,27.3799991607666,332.622314453125,195.75,65.56999969482422,11.229999542236328,211.46701049804688,65.51835632324219,33.68097686767578,510.1700134277344,62.60129928588867,20.649999618530273,,,25.908000946044922,35.3650016784668,409.7099914550781,508.64324951171875,313.64300537109375,91731.984375,101.62036895751953,17.255477905273438,58.52000045776367,,4198.0498046875,360.42999267578125,94.86000061035156,76.9800033569336,15.919827461242676,14.15999984741211,569.7352294921875,151.86000061035156,25.079999923706055,61.20000076293945,,,29.71841049194336,681.7965698242188,,123.95999908447266,,131.05555725097656,406.8494873046875
2023-05-19,32.32600021362305,173.42364501953125,67.39797973632812,24.239999771118164,40.0099983215332,100.05303955078125,92.08999633789062,244.2997589111328,26.42485237121582,116.25,35.64400100708008,11.710000038146973,16.031999588012695,28.694000244140625,25.011993408203125,,176.82000732421875,32.66999816894531,122.02815246582031,275.17999267578125,45.09108352661133,322.0186767578125,31.241539001464844,180.13999938964844,33426.62890625,131.91664123535156,11.014603614807129,60.20000076293945,146.99000549316406,,27.3799991607666,331.8728332519531,195.7100067138672,64.80999755859375,11.229999542236328,208.53273010253906,65.93878173828125,33.587677001953125,510.29998779296875,62.569305419921875,20.190000534057617,,,25.71500015258789,35.977500915527344,408.5,510.56268310546875,313.4656982421875,95358.125,100.5752944946289,17.285348892211914,57.9900016784668,,4191.97998046875,371.25,94.33000183105469,78.41000366210938,15.520834922790527,14.184000015258789,577.1773681640625,150.35000610351562,25.1200008392334,62.099998474121094,,,29.747982025146484,679.9058227539062,,125.2699966430664,,131.42750549316406,406.25750732421875
2023-05-22,32.89099884033203,172.47312927246094,65.47994232177734,24.84000015258789,39.4900016784668,99.01203155517578,93.87000274658203,246.96514892578125,26.683334350585938,115.01000213623047,36.1349983215332,11.84000015258789,16.18600082397461,29.579999923706055,25.2011775970459,,178.47000122070312,34.619998931884766,124.30450439453125,283.2900085449219,46.063133239746094,320.77569580078125,31.153602600097656,188.8699951171875,33286.578125,131.8077850341797,11.005477905273438,62.060001373291016,158.3800048828125,,28.469999313354492,332.98724365234375,196.41000366210938,65.70999908447266,11.229999542236328,208.43359375,65.56378173828125,33.9342155456543,511.3900146484375,62.95927429199219,20.25,,,26.079999923706055,36.342498779296875,401.67999267578125,509.6030578613281,316.2622375488281,96240.1796875,100.02424621582031,17.61393165588379,56.79999923706055,,4192.6298828125,372.04998779296875,96.05500030517578,78.91999816894531,16.468441009521484,14.442000389099121,582.9656372070312,155.7899932861328,25.09000015258789,68.0999984741211,,,30.142257690429688,684.45166015625,,128.86000061035156,,130.45852661132812,406.4224853515625
2023-05-23,32.439998626708984,169.8593292236328,65.26243591308594,24.520000457763672,39.65999984741211,95.86956787109375,93.06999969482422,245.3937530517578,26.06694984436035,114.98999786376953,35.79399871826172,12.640000343322754,16.17799949645996,29.329999923706055,24.79294204711914,,175.16000366210938,34.04999923706055,121.82933807373047,272.80999755859375,46.211917877197266,318.5691223144531,30.665952682495117,185.77000427246094,33055.51171875,129.90771484375,11.032855033874512,58.33000183105469,159.41000366210938,,28.8799991607666,328.76617431640625,192.8699951171875,66.80999755859375,11.229999542236328,204.8450164794922,66.34953308105469,33.46772003173828,500.1400146484375,61.951351165771484,19.760000228881836,,,25.600000381469727,35.11750030517578,393.0899963378906,508.64324951171875,310.4328918457031,95946.171875,98.3901138305664,17.325178146362305,55.91999816894531,,4145.580078125,370.4200134277344,94.87000274658203,78.76000213623047,16.24899673461914,14.437000274658203,592.0615844726562,149.27000427246094,24.809999465942383,69.9000015258789,,,29.698698043823242,667.6107788085938,,124.47000122070312,,127.07202911376953,401.86126708984375
2023-05-24,32.29999923706055,170.13656616210938,65.77654266357422,24.530000686645508,40.5099983215332,95.65553283691406,93.44000244140625,247.8502960205078,25.98741912841797,116.75,35.51100158691406,12.229999542236328,15.862000465393066,29.371999740600586,24.643585205078125,,177.13999938964844,34.16999816894531,120.17923736572266,277.5799865722656,45.60687255859375,316.0637512207031,30.51605987548828,182.89999389648438,32799.921875,127.99773406982422,10.996352195739746,58.970001220703125,160.63999938964844,,28.860000610351562,327.0796813964844,196.19000244140625,66.68000030517578,11.229999542236328,207.2440185546875,65.67589569091797,33.351097106933594,502.54998779296875,61.66337203979492,19.219999313354492,,,25.399999618530273,35.30500030517578,395.3900146484375,503.8446960449219,309.04449462890625,95750.1640625,97.87705993652344,17.185779571533203,56.22999954223633,,4115.240234375,365.760009765625,102.15499877929688,77.52999877929688,16.199125289916992,14.156999588012695,587.9271240234375,147.50999450683594,24.43000030517578,68.0999984741211,,,29.38327980041504,653.2482299804688,,126.52999877929688,,126.46520233154297,398.9498291015625
